string_protein_id	preferred_name	protein_size	annotation
6183.Smp_007190.1	Smp_007190	616	Putative rna lariat debranching enzyme 
6183.Smp_007210.1	Smp_007210	907	Putative rab6 gtpase activating protein, gapcena (Rabgap1 protein) 
6183.Smp_007260.2	SMA1	1022	Calcium-transporting ATPase; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium
6183.Smp_007270.1	Smp_007270.1	180	Putative alpha-actinin 
6183.Smp_007290.1	Smp_007290	140	Uncharacterized protein
6183.Smp_007300.1	Smp_007300	128	Uncharacterized protein
6183.Smp_007330.1	Smp_007330	992	Uncharacterized protein
6183.Smp_007380.1	Smp_007380	262	Uncharacterized protein
6183.Smp_007450.2	Smp_007450.2	160	Uncharacterized protein
6183.Smp_007500.1	Smp_007500.1	280	Trans-golgi protein gmx33-related 
6183.Smp_007510.1	Smp_007510	718	Protein kinase 
6183.Smp_007540.1	Smp_007540	257	3'-5' exoribonuclease csl4-related 
6183.Smp_007550.1	Smp_007550	620	Leukotriene A4 hydrolase (M01 family) 
6183.Smp_007570.1	Smp_007570	373	Uncharacterized protein
6183.Smp_007630.1	Smp_007630.1	223	Putative polyadenylate binding protein 
6183.Smp_007640.1	Smp_007640	978	Uncharacterized protein
6183.Smp_007650.1	Smp_007650	532	Uncharacterized protein
6183.Smp_007660.1	Smp_007660	318	Putative transcription elongation factor s-II 
6183.Smp_007670.1	Smp_007670	1013	Putative ank repeat-containing 
6183.Smp_007690.1	Smp_007690	355	Putative tyrosine 3-monooxygenase (Tyrosine 3-hydroxylase) (TH) 
6183.Smp_007700.1	Smp_007700	1421	Putative ring finger protein 
6183.Smp_007710.1	Smp_007710	412	Uncharacterized protein
6183.Smp_007730.1	Smp_007730.1	210	ER lumen protein retaining receptor 
6183.Smp_007760.1	Smp_007760	481	Putative alanine aminotransferase 
6183.Smp_007770.1	Smp_007770	627	Ubiquitin-conjugating enzyme-related ; Belongs to the ubiquitin-conjugating enzyme family
6183.Smp_007780.1	Smp_007780	583	Uncharacterized protein
6183.Smp_007890.1	Smp_007890.1	140	Uncharacterized protein
6183.Smp_007900.1	Smp_007900.1	140	Putative 60S ribosomal protein L23 ; Belongs to the universal ribosomal protein uL14 family
6183.Smp_007950.1	Smp_007950	166	Putative beta-1,4-galactosyltransferase 
6183.Smp_007960.1	Smp_007960	345	Putative 4-hydroxyphenylpyruvate dioxygenase 
6183.Smp_007970.1	Smp_007970	322	Uncharacterized protein
6183.Smp_008070.1	Smp_008070	106	Thioredoxin, Trx1; Thioredoxin 
6183.Smp_008120.1	Smp_008120	293	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
6183.Smp_008140.1	Smp_008140.1	158	Uncharacterized protein
6183.Smp_008170.1	Smp_008170	506	Calcium-activated potassium channel 
6183.Smp_008190.1	Smp_008190	62	Uncharacterized protein
6183.Smp_008220.1	Smp_008220	494	Palmitoyltransferase; Belongs to the DHHC palmitoyltransferase family
6183.Smp_008230.1	Smp_008230	211	Putative rab-18 
6183.Smp_008260.1	Smp_008260	463	Putative glycogen synthase kinase 3-related (Gsk3) ; Belongs to the protein kinase superfamily
6183.Smp_008290.1	Smp_008290	1933	Uncharacterized protein
6183.Smp_008310.1	Smp_008310	192	Putative succinate dehydrogenase 
6183.Smp_008320.1	Smp_008320	325	Putative pap-inositol-1,4-phosphatase 
6183.Smp_008340.1	Smp_008340	459	Putative 5'-nucleotidase domain-containing proteinical protein 
6183.Smp_008360.1	Smp_008360	352	Putative adenosine kinase 
6183.Smp_008370.1	Smp_008370	122	Putative molybdopterin-binding 
6183.Smp_008390.1	Smp_008390	118	Uncharacterized protein
6183.Smp_008400.1	Smp_008400	366	Putative adenosine kinase 
6183.Smp_008430.1	Smp_008430	223	Uncharacterized protein
6183.Smp_008440.1	Smp_008440	67	Putative DNA-directed rna polymerase II, subunit n 
6183.Smp_008450.1	Smp_008450	865	Putative leucine-rich repeat-containing protein 
6183.Smp_008470.2	Smp_008470.2	409	Putative erythroblast macrophage protein emp 
6183.Smp_008490.1	Smp_008490	320	Glycogenin-related 
6183.Smp_008500.2	Smp_008500.2	625	Putative transcription factor IWS1 
6183.Smp_008545.1	Smp_008545	558	Heat shock protein HSP60, putative ; Belongs to the chaperonin (HSP60) family
6183.Smp_008580.1	Smp_008580	363	Sugar transporter, putative 
6183.Smp_008610.1	Smp_008610	376	Deoxyribonuclease II-related 
6183.Smp_008620.1	Smp_008620	349	RHBDF1 protein (S54 family) 
6183.Smp_008640.1	Gelsolin	30	Gelsolin, putative 
6183.Smp_008660.1	Smp_008660.1	364	Putative gelsolin 
6183.Smp_008710.1	Smp_008710	800	Uncharacterized protein
6183.Smp_008770.1	Smp_008770	130	Putative mitochondrial 28S ribosomal protein S32 (S32mt) (MRP-S32) 
6183.Smp_008830.1	Smp_008830	1014	Putative helicase 
6183.Smp_008850.1	Smp_008850	515	Putative peptide (FMRFamide/somatostatin)-like receptor 
6183.Smp_008860.1	Smp_008860	168	Phospholipid scramblase; May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane
6183.Smp_008900.1	Smp_008900	967	Putative eukaryotic translation initiation factor 4 gamma 
6183.Smp_008910.1	Smp_008910.1	153	Uncharacterized protein
6183.Smp_008920.1	Smp_008920	289	Uncharacterized protein
6183.Smp_009020.1	Smp_009020	541	Putative rac guanyl-nucleotide exchange factor 
6183.Smp_009030.1	Smp_009030	837	Ribonucleoside-diphosphate reductase; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
6183.Smp_009040.1	Smp_009040	695	POU domain protein; Putative pou4/brn-3 
6183.Smp_009070.1	Smp_009070	601	Putative zinc finger protein 
6183.Smp_009150.1	Smp_009150.1	473	3-oxoacyl-[acyl-carrier-protein] synthase ; Belongs to the beta-ketoacyl-ACP synthases family
6183.Smp_009230.1	Smp_009230	84	Uncharacterized protein
6183.Smp_009250.1	Smp_009250	663	Uncharacterized protein
6183.Smp_009300.1	Smp_009300	499	Uncharacterized protein
6183.Smp_009310.1	Smp_009310.1	422	Putative plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1) 
6183.Smp_009320.2	Smp_009320.2	118	Uncharacterized protein; Belongs to the SKP1 family
6183.Smp_009340.1	Smp_009340	177	Uncharacterized protein
6183.Smp_009390.2	Smp_009390.2	118	Putative prefoldin subunit 
6183.Smp_009400.1	Smp_009400	1058	Uncharacterized protein
6183.Smp_009420.1	Smp_009420.1	255	Uncharacterized protein
6183.Smp_009430.1	Smp_009430	319	Steroid dehydrogenase, putative ; Belongs to the short-chain dehydrogenases/reductases (SDR) family
6183.Smp_009520.1	Smp_009520	583	Putative glutamyl-tRNA synthetase 1, 2, 3 (Glutamate--tRNA ligase 1, 2, 3) ; Belongs to the class-I aminoacyl-tRNA synthetase family
6183.Smp_009530.1	Smp_009530	175	Putative deoxycytidylate deaminase 
6183.Smp_009540.1	Smp_009540	897	Putative ring finger-containing 
6183.Smp_009550.1	Smp_009550	918	Putative DNA mismatch repair protein MLH1 
6183.Smp_009560.1	Smp_009560	316	Uncharacterized protein
6183.Smp_009580.1	Smp_009580.1	247	Putative ubiquitin (Ribosomal protein L40); Ubiquitin 
6183.Smp_009600.1	Smp_009600	579	Serine/threonine-protein kinase PLK; Serine/threonine kinase 
6183.Smp_009630.1	Smp_009630	1097	Six/sine homebox transcription factors,putative 
6183.Smp_009650.1	Smp_009650.1	474	Mitochondrial processing peptidase beta-subunit (M16 family) 
6183.Smp_009690.1	Smp_009690.1	318	60S acidic ribosomal protein P0; Ribosomal protein P0 is the functional equivalent of E.coli protein L10
6183.Smp_009710.3	Smp_009710.3	742	O-linked n-acetylglucosamine transferase, ogt,putative 
6183.Smp_009760.1	Smp_009760	252	14-3-3 protein homolog 1 ; Belongs to the 14-3-3 family
6183.Smp_009780.2	Smp_116320	273	14-3-3 protein, putative ; Belongs to the 14-3-3 family
6183.Smp_009800.1	Smp_009800	687	Serine/threonine kinase 
6183.Smp_009810.1	Smp_009810	558	Branching Xylosyltransferase 
6183.Smp_009830.1	Smp_009830	153	Translocon-associated protein, beta subunit (Trap-beta) (Signal sequence receptor beta subunit), putative 
6183.Smp_009990.1	Smp_009990	1510	Tyrosine kinase 
6183.Smp_010000.1	Smp_010000	26	Putative translocase of inner mitochondrial membrane 
6183.Smp_010090.1	Smp_010090	176	Snf7-related ; Belongs to the SNF7 family
6183.Smp_010100.1	Smp_010100	410	Lipoyl synthase, mitochondrial; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives; Belongs to the radical SAM superfamily. Lipoyl synthase family
6183.Smp_010110.1	Smp_010110.1	281	Uncharacterized protein
6183.Smp_010140.1	Smp_010140.1	280	Uncharacterized protein
6183.Smp_010160.1	Smp_010160	201	Putative chaperone binding protein 
6183.Smp_010230.1	Smp_010230	315	Putative uncharacterized protein Smp_010230 
6183.Smp_010250.1	Smp_010250	810	Putative uncharacterized protein Smp_010250 
6183.Smp_010260.1	Smp_010260	289	Putative uncharacterized protein Smp_010260 
6183.Smp_010280.1	Smp_010280	349	Putative uncharacterized protein Smp_010280 
6183.Smp_010290.1	Smp_010290	543	Ubiquilin 1,2, putative 
6183.Smp_010370.1	Smp_010370	180	Receptor expression-enhancing protein; Putative polyposis locus protein 1 homolog 
6183.Smp_010380.1	Smp_010380	103	Uncharacterized protein
6183.Smp_010400.1	Smp_010400	80	Uncharacterized protein
6183.Smp_010450.1	Smp_010450	177	Uncharacterized protein
6183.Smp_010470.1	Smp_010470	89	Putative alpha-1 adrenergic receptor 
6183.Smp_010550.1	Smp_010550	172	Uncharacterized protein
6183.Smp_010620.1	Smp_010620.1	195	Uncharacterized protein
6183.Smp_010660.1	Smp_010660	97	Putative 60s ribosomal protein L6 
6183.Smp_010670.1	Smp_010670	1073	Putative abnormal long morphology protein 1 (Sp8) 
6183.Smp_010690.1	Smp_010690	329	Arp2/3 complex 34 kDa subunit; Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
6183.Smp_010710.1	Smp_010710	413	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain
6183.Smp_010720.1	Smp_010720	144	Elongation of fatty acids protein 1 
6183.Smp_010770.1	Smp_010770.1	282	annotation not available
6183.Smp_010800.1	Smp_010800	430	S-adenosylmethionine-dependent methyltransferase related 
6183.Smp_010820.1	Smp_010820	159	Putative peptidyl-glycine alpha-amidating monooxygenase 
6183.Smp_010850.1	Smp_010850	111	Uncharacterized protein
6183.Smp_010900.1	Smp_010900	127	Putative mitochondrial ribosomal protein L53 
6183.Smp_010930.1	Smp_010930	700	Putative heat shock protein 70 (Hsp70)-interacting protein 
6183.Smp_010940.1	SMV0119	299	Acidic leucine-rich nuclear phosphoprotein 32-related protein ; Belongs to the ANP32 family
6183.Smp_011000.1	yeh1	427	Lipase ; Belongs to the AB hydrolase superfamily. Lipase family
6183.Smp_011010.1	Smp_011010	277	Uncharacterized protein
6183.Smp_011030.1	Smp_011030	172	Uncharacterized protein
6183.Smp_011100.1	Smp_011100	548	Putative m16 family peptidase 
6183.Smp_011120.1	Smp_011120	463	Methionine aminopeptidase 2; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
6183.Smp_011150.1	Smp_011150	368	Taspase-1 (T02 family) 
6183.Smp_011180.1	Smp_011180	831	Putative late embryogenesis abundant protein 
6183.Smp_011220.1	Smp_011220	466	Putative glucosamine-fructose-6-phosphate aminotransferase 
6183.Smp_011230.1	Smp_011230	245	Mediates GPI anchoring in the endoplasmic reticulum, by replacing a protein's C-terminal GPI attachment signal peptide with a pre-assembled GPI. During this transamidation reaction, the GPI transamidase forms a carbonyl intermediate with the substrate protein. 
6183.Smp_011270.2	Smp_011270.2	281	Putative sj-Ts4 protein 
6183.Smp_011430.1	Smp_011430	1187	Putative cadherin 
6183.Smp_011450.1	Smp_011450	153	Uncharacterized protein
6183.Smp_011560.1	Smp_011560	270	Putative tetraspanin 
6183.Smp_011570.1	Smp_011570.1	264	Putative 40s ribosomal protein S4 ; Belongs to the eukaryotic ribosomal protein eS4 family
6183.Smp_011600.1	Smp_011600	330	Uncharacterized protein
6183.Smp_011640.1	Smp_011640	159	Uncharacterized protein
6183.Smp_011660.1	Smp_011660.1	531	Protein kinase 
6183.Smp_011680.1	Smp_011680.1	501	CD36-like class B scavenger receptor ; Belongs to the CD36 family
6183.Smp_011690.1	Smp_011690	201	Uncharacterized protein
6183.Smp_011700.1	Smp_011700	858	Tyrosine-protein kinase receptor 
6183.Smp_011710.1	Smp_011710	429	Uncharacterized protein
6183.Smp_011720.1	Smp_011720	110	Uncharacterized protein
6183.Smp_011740.1	Smp_011740	207	Putative eppb9 
6183.Smp_011830.1	Smp_011830	216	Uncharacterized protein
6183.Smp_011860.1	Smp_011860	586	Putative transcription factor LCR-F1 ; Belongs to the bZIP family
6183.Smp_011870.1	Smp_011870	273	Uncharacterized protein
6183.Smp_011960.1	Smp_011960	521	Inositol-pentakisphosphate 2-kinase; Phosphorylates Ins(1,3,4,5,6)P5 at position 2 to form Ins(1,2,3,4,5,6)P6 (InsP6 or phytate)
6183.Smp_011980.1	Smp_011980	643	Uncharacterized protein
6183.Smp_011990.1	Smp_011990	420	Belongs to the glycosyl hydrolase 35 family. 
6183.Smp_012000.1	Smp_012000	744	Acetylcholine receptor-related ; Belongs to the ligand-gated ion channel (TC 1.A.9) family
6183.Smp_012010.1	Smp_012010	883	Forkhead transcription factor 
6183.Smp_012030.1	Smp_012030.1	366	Putative zinc finger protein 
6183.Smp_012050.1	Smp_012050	77	Bola-like protein my016 ; Belongs to the BolA/IbaG family
6183.Smp_012070.1	Smp_012070	169	Uncharacterized protein
6183.Smp_012110.1	Smp_012110	258	Ribonuclease pH related 
6183.Smp_012150.1	Smp_012150	396	Uncharacterized protein
6183.Smp_012200.1	Smp_012200	358	Putative zinc finger protein 
6183.Smp_012230.1	Smp_012230	50	Putative kunitz-type protease inhibitor 
6183.Smp_012280.1	Smp_012280	343	Uncharacterized protein
6183.Smp_012340.1	Smp_012340	542	Uncharacterized protein
6183.Smp_012350.2	SmVAL11	423	Venom allergen-like (VAL) 11 protein 
6183.Smp_012380.1	Smp_012380	341	Putative potassium channel beta 
6183.Smp_012400.1	Smp_012400	189	Pten-related phosphatase (Plip) 
6183.Smp_012410.1	Smp_012410	375	Uncharacterized protein
6183.Smp_012440.1	Smp_012440	521	Glucose transport protein; Putative glucose transport protein ; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
6183.Smp_012450.1	Smp_012450	137	Kae1 putative peptidase (M22 family) 
6183.Smp_012460.1	Smp_012460	725	Uncharacterized protein
6183.Smp_012470.1	Smp_012470	433	Putative 26s protease regulatory subunit ; Belongs to the AAA ATPase family
6183.Smp_012480.1	Smp_012480	728	Putative exonuclease 
6183.Smp_012530.1	Smp_012530.1	117	Transcription elongation factor SPT4; Component of the DRB sensitivity-inducing factor complex (DSIF complex), which regulates transcription elongation by RNA polymerase II
6183.Smp_012540.1	Smp_012540	262	Uncharacterized protein
6183.Smp_012560.1	Smp_012560	139	Putative o-methyltransferase 
6183.Smp_012570.1	Smp_012570	806	Uncharacterized protein
6183.Smp_012580.1	Smp_012580	892	Putative guanine-nucleotide-exchange-factor 
6183.Smp_012600.1	Smp_012600	168	Uncharacterized protein
6183.Smp_012660.1	Smp_012660	139	Uncharacterized protein
6183.Smp_012670.2	Smp_012670.2	171	Uncharacterized protein
6183.Smp_012680.1	Smp_012680	309	Uncharacterized protein
6183.Smp_012690.1	Smp_012690	191	Putative zinc finger protein 
6183.Smp_012720.1	Smp_012720	537	Coronin ; Belongs to the WD repeat coronin family
6183.Smp_012740.2	Smp_012740.2	387	Putative ankyrin repeat and mynd domain containing 
6183.Smp_012750.1	Smp_012750	165	Putative 60s ribosomal protein L12 ; Belongs to the universal ribosomal protein uL11 family
6183.Smp_012780.1	Smp_012780	1201	Putative sarm1 
6183.Smp_012790.1	Smp_012790	148	Uncharacterized protein
6183.Smp_012800.1	Smp_012800	90	Uncharacterized protein
6183.Smp_012810.1	Smp_012810	119	Putative four and A half lim domains 
6183.Smp_012860.1	Smp_012860	441	Translation initiation factor eif3-related 
6183.Smp_012900.1	Smp_012900	520	Putative fuse-binding protein-interacting repressor siahbp1 
6183.Smp_012920.1	Smp_012920	290	Uncharacterized protein
6183.Smp_012930.1	Smp_012930	509	Inosine-5'-monophosphate dehydrogenase; Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth
6183.Smp_012950.1	Smp_012950	144	Putative cytoplasmic polyadenylation element binding protein (Cpeb) 
6183.Smp_012970.1	Smp_012970	1562	Myotubularin-related protein ; Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
6183.Smp_012980.1	Smp_012980	225	Eukaryotic translation initiation factor 3 subunit J; Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
